student_answer_id,question_paper,question_text,student_answer,model_answer,gap,
SHORT_CIRCUIT_X_Q.3a,Beetle_UA,What do you think the red X means?,The battery is unable to give a charge .,Someone damaged the battery .,Someone damaged the battery,
SHORT_CIRCUIT_X_Q.4a,Beetle_UA,What do you think the red X means?,That there is a short circuit .,There is a short circuit ., ,
SHORT_CIRCUIT_X_Q.5a,Beetle_UA,What do you think the red X means?,There is a damaged battery .,Someone damaged the battery ., ,
SHORT_CIRCUIT_X_Q.6a,Beetle_UA,What do you think the red X means?,The circuit is short .,There is a short circuit ., ,
SHORT_CIRCUIT_X_Q.7a,Beetle_UA,What do you think the red X means?,There is a short circuit and is not being used in the correct way .,There is a short circuit ., ,
SHORT_CIRCUIT_X_Q.8a,Beetle_UA,What do you think the red X means?,That there is a short circuit and that the battery is not hooked up properly .,There is a short circuit ., ,
CONDITIONS_FOR_BULB_TO_LIGHT.1a,Beetle_UA,What are the conditions that are required to make a bulb light up?,A positive and a negative connection are required to make a bulb light up .,"One has to connect one terminal of the bulb to one terminal of the battery, and one has to connect the other terminal of the bulb to the different terminal of the battery .", ,
CONDITIONS_FOR_BULB_TO_LIGHT.2a,Beetle_UA,What are the conditions that are required to make a bulb light up?,One must connect a light bulb to the battery .,"One has to connect one terminal of the bulb to one terminal of the battery, and one has to connect the other terminal of the bulb to the different terminal of the battery .","One has to connect one terminal of the bulb to one terminal of the battery, and one has to connect the other terminal of the bulb to the different terminal of the battery .",
CONDITIONS_FOR_BULB_TO_LIGHT.3a,Beetle_UA,What are the conditions that are required to make a bulb light up?,The correct connection is made to the proper terminal .,"One has to connect one terminal of the bulb to one terminal of the battery, and one has to connect the other terminal of the bulb to the different terminal of the battery .","One has to connect one terminal of the bulb to one terminal of the battery, and one has to connect the other terminal of the bulb to the different terminal of the battery .",
CONDITIONS_FOR_BULB_TO_LIGHT.4a,Beetle_UA,What are the conditions that are required to make a bulb light up?,The positive and negative charges of the battery must connect to the bulb .,"One has to connect one terminal of the bulb to one terminal of the battery, and one has to connect the other terminal of the bulb to the different terminal of the battery .", ,
CONDITIONS_FOR_BULB_TO_LIGHT.5a,Beetle_UA,What are the conditions that are required to make a bulb light up?,There has to be a closed circuit .,The circuit has a closed path .,The circuit has a closed path,
CONDITIONS_FOR_BULB_TO_LIGHT.6a,Beetle_UA,What are the conditions that are required to make a bulb light up?,There has to be a closed circuit .,There is a complete circuit ., ,
CONDITIONS_FOR_BULB_TO_LIGHT.7a,Beetle_UA,What are the conditions that are required to make a bulb light up?,The battery and the light bulb must be in a closed path .,There is a closed path containing both the bulb and a battery ., ,
CONDITIONS_FOR_BULB_TO_LIGHT.8a,Beetle_UA,What are the conditions that are required to make a bulb light up?,There should be a closed path between the battery and the bulb .,The bulb and the battery are in a closed path ., ,
CONDITIONS_FOR_BULB_TO_LIGHT.9a,Beetle_UA,What are the conditions that are required to make a bulb light up?,"One contact is connected to the positive and the other attached to the negative, in a closed pathway .",The bulb and the battery are in a closed path ., ,
CONDITIONS_FOR_BULB_TO_LIGHT.10a,Beetle_UA,What are the conditions that are required to make a bulb light up?,Both the battery and the bulb must be closed .,The bulb and the battery are in a closed path .,Are in a closed path,
VOLTAGE_AND_GAP_DISCUSS_Q.2a,Beetle_UA,"As you move the multimeter leads from one bulb terminal to the next, what does it mean when the voltage reading jumps from 0 to 1.5?",Someone damaged the bulb prior to when the reading jumps to 1.5 .,Someone damaged the bulb ., ,
VOLTAGE_AND_GAP_DISCUSS_Q.3a,Beetle_UA,"As you move the multimeter leads from one bulb terminal to the next, what does it mean when the voltage reading jumps from 0 to 1.5?",There is a gap .,There is a gap ., ,
VOLTAGE_AND_GAP_DISCUSS_Q.4a,Beetle_UA,"As you move the multimeter leads from one bulb terminal to the next, what does it mean when the voltage reading jumps from 0 to 1.5?",That the terminal on one side is connected and the other is not connected .,The terminals are not connected .,The terminals are not connected,
SWITCH_TABLE_EXPLAIN_Q3.1a,Beetle_UA,Under what circumstances will a switch affect a bulb?,"If the same path contains the bulb and the switch, then the switch affects the bulb .",A switch will affect a bulb when the same path contains the switch and the bulb ., ,
SWITCH_TABLE_EXPLAIN_Q3.2a,Beetle_UA,Under what circumstances will a switch affect a bulb?,A switch will affect a bulb when there is a closed path .,A switch will affect a bulb when the same path contains the switch and the bulb .,when the same path contains the switch and the bulb,
SWITCH_TABLE_EXPLAIN_Q3.3a,Beetle_UA,Under what circumstances will a switch affect a bulb?,The closed path contains a bulb .,A switch will affect a bulb when the same path contains the switch and the bulb .,when the same path contains the switch and the bulb,
SWITCH_TABLE_EXPLAIN_Q3.4a,Beetle_UA,Under what circumstances will a switch affect a bulb?,The switch will affect the bulb if it is on the path with the bulb to the battery .,A switch will affect a bulb when the same path contains the switch and the bulb ., ,
SWITCH_TABLE_EXPLAIN_Q3.5a,Beetle_UA,Under what circumstances will a switch affect a bulb?,"If a bulb is in a closed path with a battery and a switch, the switch will affect the bulb .",A switch will affect a bulb when the same path contains the switch and the bulb ., ,
SWITCH_TABLE_EXPLAIN_Q3.6a,Beetle_UA,Under what circumstances will a switch affect a bulb?,"If a switch is open and the path is not closed, the bulb will be off . If the switch is closed and the path is closed, the bulb will be on .",A switch will affect a bulb when the same path contains the switch and the bulb .,when the same path contains the switch and the bulb,
SWITCH_TABLE_EXPLAIN_Q3.7a,Beetle_UA,Under what circumstances will a switch affect a bulb?,A switch will affect a bulb when the switch is in the same path as the bulb .,A switch will affect a bulb when the same path contains the switch and the bulb ., ,
SWITCH_TABLE_EXPLAIN_Q3.8a,Beetle_UA,Under what circumstances will a switch affect a bulb?,A switch will affect a bulb if it is in the same path as the battery .,A switch will affect a bulb when the same path contains the switch and the bulb .,when the same path contains the switch and the bulb,
SWITCH_TABLE_EXPLAIN_Q3.9a,Beetle_UA,Under what circumstances will a switch affect a bulb?,A switch will affect a bulb when a switch is on the same path as the battery and the bulb .,A switch will affect a bulb when the same path contains the switch and the bulb ., ,
SWITCH_TABLE_EXPLAIN_Q3.10a,Beetle_UA,Under what circumstances will a switch affect a bulb?,A switch will affect a bulb if a switch opens a gap .,A switch will affect a bulb when the same path contains the switch and the bulb .,when the same path contains the switch and the bulb,
PARALLEL_SWITCH_EXPLAIN_Q3.1a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,A switch affects a bulb if that switch is with the path between that bulb and the battery .,The switch and the bulb have to be in the same path ., ,
PARALLEL_SWITCH_EXPLAIN_Q3.2a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,"The switch, the bulb, and the battery have to be contained in the closed path .",The switch and the bulb have to be in the same path ., ,
PARALLEL_SWITCH_EXPLAIN_Q3.3a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,A switch affects a bulb whether there is a closed path with a battery .,The switch and the bulb have to be in the same path .,Switch and the bulb have to be in the same path,
PARALLEL_SWITCH_EXPLAIN_Q3.4a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,A bulb must be in a closed path with a battery and a switch for the switch to affect the bulb .,If a bulb and a switch are in the same path the switch affects the bulb ., ,
PARALLEL_SWITCH_EXPLAIN_Q3.5a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,The switch being on or off determines whether the bulb is contained in a closed path with the battery or not .,If a bulb and a switch are in the same path the switch affects the bul .,If a bulb and a switch are in the same path the switch affects the bulb,
PARALLEL_SWITCH_EXPLAIN_Q3.6a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,A switch has to be contained in a closed path with no gaps .,The switch and the bulb have to be in the same path .,Switch and the bulb have to be in the same path,
PARALLEL_SWITCH_EXPLAIN_Q3.7a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,The path plays a significant role . If a switch is open it may or may not interfere with a closed path which is essential to light the bulb .,If a bulb and a switch are in the same path the switch affects the bulb .,If a bulb and a switch are in the same path the switch affects the bulb,
PARALLEL_SWITCH_EXPLAIN_Q3.8a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,A path with a switch connecting to a battery must be closed .,If a bulb and a switch are in the same path the switch affects the bulb .,If a bulb and a switch are in the same path the switch affects the bulb,
PARALLEL_SWITCH_EXPLAIN_Q3.9a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,The switch and the bulb must be in the same path to affect the bulb .,If a bulb and a switch are in the same path the switch affects the bulb ., ,
PARALLEL_SWITCH_EXPLAIN_Q3.10a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,A switch affects the bulb if it lies along a path that could create a closed circuit .,If a bulb and a switch are in the same path the switch affects the bulb .,If a bulb and a switch are in the same path,
PARALLEL_SWITCH_EXPLAIN_Q3.11a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,The path must be closed .,The switch and the bulb have to be in the same path .,The switch and the bulb have to be in the same path,
VOLTAGE_DIFF_DISCUSS_2_Q.6a,Beetle_UA,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,One does not know .,Someone did not connect the terminals . A gap separates them . They are in different electrical states .,Someone did not connect the terminals,
VOLTAGE_DIFF_DISCUSS_2_Q.7a,Beetle_UA,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,Someone did not connect the terminals to each other .,Someone did not connect the terminals . A gap separates them. They are in different electrical states .,Someone did not connect the terminals,
VOLTAGE_DIFF_DISCUSS_2_Q.9a,Beetle_UA,What does a voltage reading of 1.5 tell you about the connection between a bulb terminal and a battery terminal?,Someone connected both the bulb and battery terminals to each other .,Someone did not connect the terminals . A gap separates them . They are in different electrical states .,A gap separates them,
DAMAGED_BULB_EXPLAIN_2_Q.5a,Beetle_UA,Why does a damaged bulb impact a circuit?,A damaged bulb does not allow for current to run through the circuit .,A damaged bulb creates a gap in the circuit . There is no closed path but an incomplete circuit .,A damaged bulb creates a gap in the circuit . There is no closed path but an incomplete circuit.,
HYBRID_BURNED_OUT_WHY_Q3.4a,Beetle_UA,Under what circumstances will a damaged/ burned out bulb affect another bulb?,The path is not on the same as the battery .,If the burned out bulb and the other bulb are in the same path the burned out bulb affects the other bulb .,If the burned out bulb and the other bulb are in the same path,
HYBRID_BURNED_OUT_WHY_Q3.5a,Beetle_UA,Under what circumstances will a damaged/ burned out bulb affect another bulb?,A damaged or a burned out bulb affects another bulb when there is a gap in the circuit .,If the burned out bulb and the other bulb are in the same path the burned out bulb affects the other bulb .,If the burned out bulb and the other bulb are in the same path,
VOLTAGE_DIFF_DISCUSS_1_Q.10a,Beetle_UA,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,A damaged or a burned out bulb affects another bulb when there is a gap .,Someone connected the terminals . A gap does not separate the terminals . The terminals are in the same state .,A gap does not separate the terminals,
VOLTAGE_DIFF_DISCUSS_1_Q.11a,Beetle_UA,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,A bulb creates a gap between itself and the battery terminal .,Someone connected the terminals . A gap does not separate the terminals . The terminals are in the same state .,A gap does not separate the terminals,
VOLTAGE_DIFF_DISCUSS_1_Q.12a,Beetle_UA,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,Give someone a hint .,Someone connected the terminals . A gap does not separate the terminals . The terminals are in the same state .,The terminals are in the same state,
VOLTAGE_DIFF_DISCUSS_1_Q.13a,Beetle_UA,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,There is no voltage between the two terminals .,Someone connected the terminals . A gap does not separate the terminals . The terminals are in the same state .,Someone connected the terminals,
VOLTAGE_DIFF_DISCUSS_1_Q.14a,Beetle_UA,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,The bulb terminal and the battery terminal are in different states .,Someone connected the terminals . A gap does not separate the terminals . The terminals are in the same state .,The terminals are in the same state,
VOLTAGE_DIFF_DISCUSS_1_Q.15a,Beetle_UA,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,Someone did not connect the bulb terminal and the battery terminal .,Someone connected the terminals . A gap does not separate the terminals . The terminals are in the same state .,Someone connected the terminals,
VOLTAGE_DIFF_DISCUSS_1_Q.16a,Beetle_UA,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,The bulb terminal is connected to the negative voltage terminal .,Someone connected the terminals . A gap does not separate the terminals . The terminals are in the same state .,Someone connected the terminals,
VOLTAGE_DIFF_DISCUSS_1_Q.17a,Beetle_UA,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,Tell someone the answer .,Someone connected the terminals . A gap does not separate the terminals . The terminals are in the same state .,A gap does not separate the terminals,
VOLTAGE_DIFF_DISCUSS_1_Q.18a,Beetle_UA,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,There is a damaged bulb .,Someone connected the terminals . A gap does not separate the terminals . The terminals are in the same state .,A gap does not separate the terminals,
BURNED_BULB_LOCATE_EXPLAIN_Q.8a,Beetle_UA,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",Because electrical states will be greater if there is a gap in the circuit .,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb or due to a gap . Measuring voltage indicates whether someone connected two terminals to each other or a gap separates them or they have the same electrical state . A zero voltage means that someone connected the terminals or a gap does not separate them . A zero voltage means there is no damaged bulb or there is no gap . A non-zero voltage means that someone connected the terminals or a gap separates them . A non-zero voltage means there is a damaged bulb . A non-zero voltage means that there is a gap and the terminals have different electrical states .,Measuring voltage indicates the place where the electrical state changes due to a gap,
BURNED_BULB_LOCATE_EXPLAIN_Q.9a,Beetle_UA,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",Measuring voltage shows the chemical reaction of the battery to the electrical state of the terminal .,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb or due to a gap . Measuring voltage indicates whether someone connected the two terminals to each other or a gap separates them or they have the same electrical state . A zero voltage means that someone connected the terminals or a gap does not separate them . A zero voltage means there is no damaged bulb or there is no gap . A non-zero voltage means that someone did not connect the terminals or a gap separates them . A non-zero voltage means there is a damaged bulb . A non-zero voltage means that there is a gap and the terminals have different electrical states .,whether someone connected the two terminals to each other,
BURNED_BULB_LOCATE_EXPLAIN_Q.10a,Beetle_UA,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",Voltage shows the chemical reactions of where the gap is .,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb or due to a gap . Measuring voltage indicates whether connected the two terminals to each other or a gap separates them or they have the same electrical state . A zero voltage means that the terminals are connected or a gap does not separate them . A zero voltage means there is no damaged bulb or there is no gap . A non-zero voltage means that someone did not connect the terminals or a gap separates them . A non-zero voltage means there is a damaged bulb . A non-zero voltage means that there is a gap and the terminals have different electrical states .,A non-zero voltage means that someone did not connect the terminals or a gap separates them . A non-zero voltage means there is a damaged bulb . A non-zero voltage means that there is a gap and the terminals have different electrical states.,
SHORT_CIRCUIT_X_Q.9a,Beetle_UA,What do you think the red X means?,Do not do something with a real battery .,Someone damaged the battery . There is a short circuit .,Someone damaged the battery .,
SHORT_CIRCUIT_X_Q.10a,Beetle_UA,What do you think the red X means?,Someone damaged the circuit path .,Someone damaged the battery . There is a short circuit .,Someone damaged the battery .,
SHORT_CIRCUIT_X_Q.11a,Beetle_UA,What do you think the red X means?,One thinks the red X means that the connection is incorrect .,Someone damaged the battery . There is a short circuit .,There is a short circuit.,
CONDITIONS_FOR_BULB_TO_LIGHT.11a,Beetle_UA,What are the conditions that are required to make a bulb light up?,One does not know .,"There is a closed path containing both the bulb and a battery . There is a complete circuit . One has to connect one terminal of the bulb to one terminal of the battery, and one has to connect the other terminal of the bulb to the different terminal of the battery .","There is a closed path containing both the bulb and a battery . There is a complete circuit . One has to connect one terminal of the bulb to one terminal of the battery, and one has to connect the other terminal of the bulb to the different terminal of the battery .",
VOLTAGE_AND_GAP_DISCUSS_Q.6a,Beetle_UA,"As you move the multimeter leads from one bulb terminal to the next, what does it mean when the voltage reading jumps from 0 to 1.5?",That someone connected the terminals to a battery .,Someone damaged the bulb . Someone did not connect the terminals . A gap separates them .,Someone did not connect the terminals,
VOLTAGE_AND_GAP_DISCUSS_Q.7a,Beetle_UA,"As you move the multimeter leads from one bulb terminal to the next, what does it mean when the voltage reading jumps from 0 to 1.5?",Someone connected the bulb terminal to a different terminal .,Someone damaged the bulb . Someone did not connect the terminals . A gap separates them .,Someone did not connect the terminals,
SWITCH_TABLE_EXPLAIN_Q3.11a,Beetle_UA,Under what circumstances will a switch affect a bulb?,"If the switch is open, the bulb will be off . If the switch is closed the bulb will be on .",A switch will affect a bulb when the same path contains the switch and the bulb .,when the same path contains the switch and the bulb,
PARALLEL_SWITCH_EXPLAIN_Q3.12a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,The path plays an important role .,If a bulb and a switch are in the same path the switch affects the bulb .,If a bulb and a switch are in the same path the switch affects the bulb,
PARALLEL_SWITCH_EXPLAIN_Q3.13a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,The role that the path plays in determining whether or not a switch affects a bulb is Uh-huh .,If a bulb and a switch are in the same path the switch affects the bulb .,If a bulb and a switch are in the same path the switch affects the bulb,
PARALLEL_SWITCH_EXPLAIN_Q3.14a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,Switch is contained in a circuit .,If a bulb and a switch are in the same path the switch affects the bulb .,The switch and the bulb have to be in the same path,
PARALLEL_SWITCH_EXPLAIN_Q3.15a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,The path can not be open .,If a bulb and a switch are in the same path the switch affects the bulb .,If a bulb and a switch are in the same path the switch affects the bulb,
PARALLEL_SWITCH_EXPLAIN_Q3.16a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,The bulb must be contained in a closed path with the battery .,If a bulb and a switch are in the same path the switch affects the bulb .,The switch and the bulb have to be in the same path,
PARALLEL_SWITCH_EXPLAIN_Q3.17a,Beetle_UA,What role does the path play in determining whether or not a switch affects a bulb?,The role that the path plays in determining whether or not a switch affects a bulb is if the switch is on .,If a bulb and a switch are in the same path the switch affects the bulb .,If a bulb and a switch are in the same path the switch affects the bulb,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.8q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,One terminal is positive and one terminal is negative .,Voltage is the difference in electrical states between two terminals .,Voltage is the difference in electrical states between two terminals,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.9q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The difference of the electrical states of the terminals is the voltage .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.13q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,There is a difference between the positive terminal and negative terminal .,Voltage is the difference in electrical states between two terminals .,in electrical states,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.15q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading is 1.5 V because their electrical states are different .,A voltage of 1.5 means that the terminals have different electrical states ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.18q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,Voltage reading between two terminals is the difference in the positive and negative states .,Measuring voltage indicates whether two terminals have different electrical states .,whether two terminals have different electrical states .,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.22q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading tells the difference in electrical states between the two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.24q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading tells the difference in electrical states of two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.25q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,Voltage reading between two terminals shows their electrical state .,Measuring voltage indicates whether two terminals have different electrical states .,whether two terminals have different electrical states.,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.26q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading and their electrical state are the same .,Measuring voltage indicates whether two terminals have different electrical states .,Measuring voltage indicates whether two terminals have different electrical states.,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.46q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading is the difference between two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.47q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The value of the measurement indicated if it is connected to the positive or negative terminal .,Measuring voltage indicates whether two terminals have different electrical states .,Measuring voltage indicates whether two terminals have different electrical states .,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.50q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading is the difference between the two terminals .,Voltage is the difference in electrical states between two terminals .,in electrical states,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.51q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The only difference is when there is a gap between the terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.52q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,Voltage is the difference in the electrical states between the two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.53q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,"If the electrical states are the same, voltage will be zero .",A zero voltage means that the terminals have the same electrical state ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.58q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The difference in power between the two terminals .,Voltage is the difference in electrical states between two terminals .,Voltage is the difference in electrical states between two terminals,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.59q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading measures the difference between two terminals and their electrical states .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.60q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading is the difference between the two terminals .,Voltage is the difference in electrical states between two terminals .,in electrical states,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.61q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,When the electrical states are the same then the voltage reading is 0 . When the electrical states differ then the voltage reading does not equal zero .,A zero voltage means that the terminals have the same electrical state ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.64q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,Voltage measures the difference in the electrical state of both terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.68q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,"If the voltage reading is greater than 0, the two terminals are in different states . If they have a voltage reading of 0, they are in the same state .",A voltage of 1.5 means that the terminals have different electrical states ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.1q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the reading of the multimeter changes .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.2q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the voltage would change .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.5q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",There will be a electrical state change between two terminals .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.6q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",There will be a change in voltage between two terminals .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.7q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the multimeter measures 0 volts .,When there is a change in voltage one has found the damaged bulb .,When there is a change in voltage one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.9q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",There is a change in the voltage .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.11q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",Voltage indicates the place where an electrical state changes from non-zero to zero .,The burned out bulb is the bulb with non-zero voltage reading between two terminals ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.13q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the voltage reading changes from 0 V to 1.5 V .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.18q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",There would be a measurement of voltage .,When there is a change in voltage one has found the damaged bulb .,When there is a change in voltage one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.19q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",There would be a voltage reading where the bulb is burned out .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.20q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",There is a change in electrical states .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.21q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",There is a change in voltage on the meter from the terminals .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.23q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",The voltage would not be 0 .,The burned out bulb is the bulb with non-zero voltage reading between two terminals ., ,
