"student_answer_id","question_paper","question_type","question_text","student_answer","model_answer","gap"
"LF.13b.516.1","Scients_UQ","Concept-completion","What happens to earth materials during erosion?","The delta starts to get bigger.","Earth materials are worn away and moved during erosion.","Earth materials are worn away . Moved during erosion"
"LF.13b.737.1","Scients_UQ","Concept-completion","What happens to earth materials during erosion?","Earth materials get taken away from river banks , beaches , and island.","Earth materials are worn away and moved during erosion.","worn away"
"LF.13b.752.1","Scients_UQ","Concept-completion","What happens to earth materials during erosion?","During erosion earth materials break away and flow away.","Earth materials are worn away and moved during erosion."," "
"LF.13b.753.1","Scients_UQ","Concept-completion","What happens to earth materials during erosion?","Earth materials get smashed and grinded into new shapes , sizes or even little pieces one can barely see.","Earth materials are worn away and moved during erosion.","and moved during erosion"
"LF.13b.773.1","Scients_UQ","Concept-completion","What happens to earth materials during erosion?","Erosion is the process of moving sediment from one place to another.","Earth materials are worn away and moved during erosion.","Earth materials are worn away . Moved during erosion"
"LF.13b.836.1","Scients_UQ","Concept-completion","What happens to earth materials during erosion?","Earth materials get worn down.","Earth materials are worn away and moved during erosion.","and moved during erosion"
"LF.13b.848.1","Scients_UQ","Concept-completion","What happens to earth materials during erosion?","The materials rise and disappear.","Earth materials are worn away and moved during erosion.","Earth materials are worn away . Moved during erosion"
"LF.13b.918.1","Scients_UQ","Concept-completion","What happens to earth materials during erosion?","What happens earth materials during erosion is the materials are carried away form water that tables 9 to another place.","Earth materials are worn away and moved during erosion.","are worn away . Moved during erosion"
"PS.2b.501.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","The volume of sound goes higher and the vibrations go higher.","The volume increases. The sound is louder."," "
"PS.2b.528.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","The volume of the rubber band get louder.","The volume increases. The sound is louder."," "
"PS.2b.531.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","The volume of sound turns louder.","The volume increases. The sound is louder."," "
"PS.2b.532.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","The rubber band will vibrate more so the sound increases.","The volume increases. The sound is louder."," "
"PS.2b.537.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","Plucking the rubber band harder makes a louder sound.","The volume increases. The sound is louder."," "
"PS.2b.561.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","The volume will be higher.","The volume increases. The sound is louder."," "
"PS.2b.562.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","Plucking the rubber band will sound louder.","The volume increases. The sound is louder."," "
"PS.2b.571.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","The rubber band starts to vibrate.","The volume increases. The sound is louder.","The volume increases . The sound is louder"
"PS.2b.595.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","The volume turns up.","The volume increases. The sound is louder."," "
"PS.2b.599.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","Plucking a rubber band harder sounds kind of loud.","The volume increases. The sound is louder."," "
"PS.2b.600.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","Plucking a rubber band harder will make a lower noise.","The volume increases. The sound is louder.","The volume increases . The sound is louder"
"PS.2b.605.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","The volume will go lower when one plucks it.","The volume increases. The sound is louder.","The volume increases . The sound is louder"
"PS.2b.626.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","Plucking a rubber band harder makes a louder noise.","The volume increases. The sound is louder."," "
"PS.2b.629.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","A rubber band vibrates more and makes louder noise.","The volume increases. The sound is louder."," "
"PS.2b.643.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","Plucking a rubber band harder stops the sound.","The volume increases. The sound is louder.","The volume increases . The sound is louder"
"PS.2b.644.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","The vibration gets harder.","The volume increases. The sound is louder.","The volume increases . The sound is louder"
"MS.50b.107.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","Like people understand what one is saying. Like say one wants 2 liters of gas.","To communicate the measurement to other people and have the people know exactly what is meant."," "
"MS.50b.136.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","A standard unit is important because one can get the same unit and the same measurement.","To communicate the measurement to other people and have the people know exactly what is meant.","and have the people know exactly what is meant"
"MS.50b.141.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","A standard unit is an important thing to do.","To communicate the measurement to other people and have the people know exactly what is meant.","To communicate the measurement to other people . Have the people know exactly what is meant"
"MS.50b.277.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","So one can have the same measurement as like a person in China that how one learned that.","To communicate the measurement to other people and have the people know exactly what is meant."," "
"MS.50b.293.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","So one knows how to measure.","To communicate the measurement to other people and have the people know exactly what is meant.","To communicate the measurement to other people"
"MS.50b.311.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","To know how to best way to do the work.","To communicate the measurement to other people and have the people know exactly what is meant.","To communicate the measurement to other people . Have the people know exactly what is meant"
"MS.50b.323.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","Because one will not get the right answer.","To communicate the measurement to other people and have the people know exactly what is meant.","To communicate the measurement to other people . Have the people know exactly what is meant"
"MS.50b.393.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","So one can communicate with other people.","To communicate the measurement to other people and have the people know exactly what is meant.","the measurement"
"MS.50b.423.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","In case if someone is sick.","To communicate the measurement to other people and have the people know exactly what is meant.","To communicate the measurement to other people . Have the people know exactly what is meant"
"MS.50b.433.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","So one can know what the answer is.","To communicate the measurement to other people and have the people know exactly what is meant.","To communicate the measurement to other people"
"MS.50b.454.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","So people would understand each other.","To communicate the measurement to other people and have the people know exactly what is meant."," "
"MS.50b.569.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","one got have a standard measurement for one could know what is the real answer.","To communicate the measurement to other people and have the people know exactly what is meant.","other people and have the people know exactly what is meant"
"MS.50b.592.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","So that if one just measure anything else one will not get the right answer.","To communicate the measurement to other people and have the people know exactly what is meant.","To communicate the measurement to other people . Have the people know exactly what is meant"
"SE.44.119.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The house would be warmer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime"
"SE.44.123.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The advantage is that when one is including a heat sink it takes up some space.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer"
"SE.44.126.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The advantage is the water and rocks would not probably warm up the house that much.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer"
"SE.44.171.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","A heat sink can absorb an enormous amount of heat and take a long time to cool down.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer."," "
"SE.44.318.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The heat sink absorbs heat slowly and releases it slowly , so the hot air would stay inside the house longer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer."," "
"SE.44.335.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","A thermometer then we check it every 5 minutes and it always changes the temperature and the time.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer"
"SE.44.339.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","It depends the color of oner house if the house is black the heat sink in a house will be hot , if the house is white oner heat sink it would be cooler.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime"
"SE.44.382.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","That the house will be cooler.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer"
"SE.44.419.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The advantage is that the heat sink keeps oner house warm.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","heat sink would absorb heat during the daytime and release the heat during the nighttime"
"SE.44.427.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The advantage of including a heat sink in our solar houses would be that it would keep the heat in one place and release it slower.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer."," "
"SE.44.436.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The advantage of having a heat sink in oner house is that the heat slowly rises.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime"
"SE.44.494.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The advantage of including a heat sink in a house would be that the house would probably stay warm.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","heat sink would absorb heat during the daytime and release the heat during the nighttime"
"SE.44.503.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","As the house heats up so does the heat sink then at night fall the heat sink transfers heat into the air keeping it warmer than the others.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer."," "
"SE.44.527.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The water will be burning or boiling.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer"
"SE.44.563.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The advantage is that a heat sink can absorb the heat and energy !","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","heat sink would absorb heat during the daytime and release the heat during the nighttime"
"SE.44.604.1","Scients_UQ","Concept-completion","One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?","The advantage of including a heat sink inside the house will keep the house cool because heat sinks do not absorb a lot of heat.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.","A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer"
"MS.50b.461.1","Scients_UQ","Concept-completion","Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. Why is it important to have standard units of measurement?","Because it is important to use standard to measurement .","To communicate the measurement to other people and have the people know exactly what is meant.","To communicate the measurement to other people . Have the people know exactly what is meant"
"PS.2b.567.1","Scients_UQ","Concept-completion","What happens to the volume of the sound if you pluck a rubber band harder?","Do nothing .","The volume increases. The sound is louder.","The volume increases . The sound is louder"
"HB.35.492.1","Scients_UD","Concept-completion","Describe how the muscles in the front and back of the leg work together to make the dancer's foot point.","The muscle work by contracting and relaxing to make the toe point. Tibia by contracting and gastrocnemius is relaxing.","The muscle in the back of the leg (the gastrocnemius) contracts and the muscle in the front of the leg (the tibia) relaxes to make the foot point.","The muscle in the back of the leg ( the gastrocnemius ) contracts and the muscle in the front of the leg ( the tibia ) relaxes to make the foot point"
"HB.35.525.1","Scients_UD","Concept-completion","Describe how the muscles in the front and back of the leg work together to make the dancer's foot point.","The tendons pull each other and make the dancer's foot point have great balance.","The muscle in the back of the leg (the gastrocnemius) contracts and the muscle in the front of the leg (the tibia) relaxes to make the foot point.","The muscle in the back of the leg ( the gastrocnemius ) contracts and the muscle in the front of the leg ( the tibia ) relaxes to make the foot point"
"HB.35.533.1","Scients_UD","Concept-completion","Describe how the muscles in the front and back of the leg work together to make the dancer's foot point.","The 2 muscle work together by one relaxes and the other tightens.","The muscle in the back of the leg (the gastrocnemius) contracts and the muscle in the front of the leg (the tibia) relaxes to make the foot point.","The muscle in the back of the leg ( the gastrocnemius ) contracts and the muscle in the front of the leg ( the tibia ) relaxes to make the foot point"
"HB.35.537.1","Scients_UD","Concept-completion","Describe how the muscles in the front and back of the leg work together to make the dancer's foot point.","The muscles in the front and back of the leg work together so the dancer can balance and point her foot.","The muscle in the back of the leg (the gastrocnemius) contracts and the muscle in the front of the leg (the tibia) relaxes to make the foot point.","The muscle in the back of the leg ( the gastrocnemius ) contracts and the muscle in the front of the leg ( the tibia ) relaxes to make the foot point"
"HB.35.573.1","Scients_UD","Concept-completion","Describe how the muscles in the front and back of the leg work together to make the dancer's foot point.","The backs of the leg has to stretch and the front of the leg bends.","The muscle in the back of the leg (the gastrocnemius) contracts and the muscle in the front of the leg (the tibia) relaxes to make the foot point.","The muscle in the back of the leg ( the gastrocnemius ) contracts and the muscle in the front of the leg ( the tibia ) relaxes to make the foot point"
"HB.35.575.1","Scients_UD","Concept-completion","Describe how the muscles in the front and back of the leg work together to make the dancer's foot point.","The gastrocnemius contracts at the back of the leg and the tibia relaxes for the dancer 's foot to point.","The muscle in the back of the leg (the gastrocnemius) contracts and the muscle in the front of the leg (the tibia) relaxes to make the foot point."," "
"HB.35.577.1","Scients_UD","Concept-completion","Describe how the muscles in the front and back of the leg work together to make the dancer's foot point.","First the dancer needs to have muscles to help bend her foot. Second the dancer needs strong muscle to help her keep her foot like that, but she needs both of her muscle to keep her on balance.","The muscle in the back of the leg (the gastrocnemius) contracts and the muscle in the front of the leg (the tibia) relaxes to make the foot point.","The muscle in the back of the leg ( the gastrocnemius ) contracts and the muscle in the front of the leg ( the tibia ) relaxes to make the foot point"
"WA.12a.300.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the oil compared to water?","The oil is more dense.","The oil is less dense. The water is more dense.","The oil is less dense . The water is more dense"
"WA.12a.349.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the oil compared to water?","The layering tells one that oil expands.","The oil is less dense. The water is more dense.","The oil is less dense . The water is more dense"
"WA.12a.354.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the oil compared to water?","The oil is less denser than the water. The water is dense than the oil.","The oil is less dense. The water is more dense."," "
"WA.12a.359.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the oil compared to water?","That the oil is less dense than the syrup.","The oil is less dense. The water is more dense.","The oil is less dense . The water is more dense"
"WA.12a.362.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the oil compared to water?","The water is denser than the oil.","The oil is less dense. The water is more dense."," "
"WA.12a.416.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the oil compared to water?","The oil is less dense than water.","The oil is less dense. The water is more dense."," "
"WA.12a.430.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the oil compared to water?","Oil has less density than water.","The oil is less dense. The water is more dense."," "
"HB.6a.145.1","Scients_UD","Concept-completion","What is the main job of muscles in the body?","The muscles help a person stand up and his bones to move.","The main job of muscles is to move bones."," "
"HB.6a.177.1","Scients_UD","Concept-completion","What is the main job of muscles in the body?","The muscles provide movement.","The main job of muscles is to move bones.","move bones"
"HB.6a.181.1","Scients_UD","Concept-completion","What is the main job of muscles in the body?","The muscles help your body move.","The main job of muscles is to move bones.","main job of muscles is to move bones"
"HB.6a.182.1","Scients_UD","Concept-completion","What is the main job of muscles in the body?","The muscles help move your bones.","The main job of muscles is to move bones."," "
"HB.6a.207.1","Scients_UD","Concept-completion","What is the main job of muscles in the body?","The muscles support the body.","The main job of muscles is to move bones.","The main job of muscles is to move bones"
"HB.6a.249.1","Scients_UD","Concept-completion","What is the main job of muscles in the body?","The main job of muscles is to allow you to move and bend.","The main job of muscles is to move bones.","move bones"
"HB.6a.251.1","Scients_UD","Concept-completion","What is the main job of muscles in the body?","The main job of muscles is to work together with the bones.","The main job of muscles is to move bones.","The main job of muscles is to move bones"
"WA.12b.171.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the corn syrup compared to water?","That the oil has lines and the water does not.","Corn syrup is denser than water.","Corn syrup is denser than water"
"WA.12b.188.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the corn syrup compared to water?","It tells me that corn syrup is denser than water. Because it is at the top.","Corn syrup is denser than water."," "
"WA.12b.191.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the corn syrup compared to water?","The layering tells me that corn syrup is dense.","Corn syrup is denser than water."," "
"WA.12b.197.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the corn syrup compared to water?","That water and corn syrup are denser than oil.","Corn syrup is denser than water.","Corn syrup is denser than water"
"WA.12b.212.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the corn syrup compared to water?","The corn syrup is denser because it contracts, sinks.","Corn syrup is denser than water."," "
"WA.12b.215.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the corn syrup compared to water?","The water is less dense than syrup.","Corn syrup is denser than water."," "
"WA.12b.219.1","Scients_UD","Concept-completion","Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell one about the density of the corn syrup compared to water?","The corn syrup is less density than water.","Corn syrup is denser than water.","Corn syrup is denser than water"
"HB.46.424.1","Scients_UD","Concept-completion","What is it about the human skeleton that allows it to bend?","The hinge allows the knees and the elbow bend.","The human skeleton can bend because the skeleton is articulated (has joints).","because the skeleton is articulated ( has joints )"
"HB.46.428.1","Scients_UD","Concept-completion","What is it about the human skeleton that allows it to bend?","Joints, because bones can not bend but joints bend really easily to allow the body to move.","The human skeleton can bend because the skeleton is articulated (has joints)."," "
"HB.46.455.1","Scients_UD","Concept-completion","What is it about the human skeleton that allows it to bend?","Joints help the human skeleton to bend.","The human skeleton can bend because the skeleton is articulated (has joints)."," "
"HB.46.459.1","Scients_UD","Concept-completion","What is it about the human skeleton that allows it to bend?","A person's cartilage can help the human skeleton bend.","The human skeleton can bend because the skeleton is articulated (has joints).","The human skeleton can bend because the skeleton is articulated ( has joints )"
"HB.46.466.1","Scients_UD","Concept-completion","What is it about the human skeleton that allows it to bend?","The hip in the skeleton makes the human skeleton bend.","The human skeleton can bend because the skeleton is articulated (has joints).","The human skeleton can bend because the skeleton is articulated ( has joints )"
"HB.46.489.1","Scients_UD","Concept-completion","What is it about the human skeleton that allows it to bend?","The human skeleton could bend because it has joints.","The human skeleton can bend because the skeleton is articulated (has joints)."," "
"HB.46.491.1","Scients_UD","Concept-completion","What is it about the human skeleton that allows it to bend?","Joints in the spine, legs, arms, and head allow the human skeleton to bend.","The human skeleton can bend because the skeleton is articulated (has joints)."," "
"WA.31.465.1","Scients_UD","Concept-completion","A person weighed a small, wet sponge. It weighed 38 grams. She left the sponge on the balance. The next day, another person found the sponge on the balance. It weighed 22 grams. Both persons weighed the sponge accurately. Why were the masses different?","The person weighed the sponge when it was wet. Then the water evaporated and Jose weighed the sponge.","Some water evaporated from the sponge between the time a person weighed the sponge and the time the other person weighed the sponge."," "
"WA.31.469.1","Scients_UD","Concept-completion","A person weighed a small, wet sponge. It weighed 38 grams. She left the sponge on the balance. The next day, another person found the sponge on the balance. It weighed 22 grams. Both persons weighed the sponge accurately. Why were the masses different?","Some of the water evaporated from the cup.","Some water evaporated from the sponge between the time a person weighed the sponge and the time the other person weighed the sponge.","Some water evaporated from the sponge between the time Maria weighed the sponge and the time Jose weighed the sponge"
"WA.31.487.1","Scients_UD","Concept-completion","A person weighed a small, wet sponge. It weighed 38 grams. She left the sponge on the balance. The next day, another person found the sponge on the balance. It weighed 22 grams. Both persons weighed the sponge accurately. Why were the masses different?","Because overnight the water in the sponge evaporated so there was no water and it weighed less.","Some water evaporated from the sponge between the time a person weighed the sponge and the time the other person weighed the sponge."," "
"WA.31.527.1","Scients_UD","Concept-completion","A person weighed a small, wet sponge. It weighed 38 grams. She left the sponge on the balance. The next day, another person found the sponge on the balance. It weighed 22 grams. Both persons weighed the sponge accurately. Why were the masses different?","Because the water in the sponge evaporated overnight and that means it would not be as heavy.","Some water evaporated from the sponge between the time a person weighed the sponge and the time the other person weighed the sponge."," "
"WA.31.535.1","Scients_UD","Concept-completion","A person weighed a small, wet sponge. It weighed 38 grams. She left the sponge on the balance. The next day, another person found the sponge on the balance. It weighed 22 grams. Both persons weighed the sponge accurately. Why were the masses different?","The masses were different because the sponge soaks up the water in it.","Some water evaporated from the sponge between the time a person weighed the sponge and the time the other person weighed the sponge.","Some water evaporated from the sponge between the time Maria weighed the sponge and the time Jose weighed the sponge"
"WA.31.536.1","Scients_UD","Concept-completion","A person weighed a small, wet sponge. It weighed 38 grams. She left the sponge on the balance. The next day, another person found the sponge on the balance. It weighed 22 grams. Both persons weighed the sponge accurately. Why were the masses different?","Because water does weigh something. If the sponge is wet one day the next it will be dryer, and weigh less.","Some water evaporated from the sponge between the time a person weighed the sponge and the time the other person weighed the sponge.","Some water evaporated from the sponge between the time Maria weighed the sponge and the time Jose weighed the sponge"
"WA.31.556.1","Scients_UD","Concept-completion","A person weighed a small, wet sponge. It weighed 38 grams. She left the sponge on the balance. The next day, another person found the sponge on the balance. It weighed 22 grams. Both persons weighed the sponge accurately. Why were the masses different?","Because the water evaporated, and the sponge weighed its normal weight without water.","Some water evaporated from the sponge between the time a person weighed the sponge and the time the other person weighed the sponge."," "
"WA.17b.299.1","Scients_UD","Concept-completion","Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?","Because when water is cold it goes to the bottom.","Water contracts when the water is cooled.","Water contracts when the water is cooled"
"WA.17b.356.1","Scients_UD","Concept-completion","Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?","Because when the cold or hot water goes down.","Water contracts when the water is cooled.","Water contracts when the water is cooled"
"WA.17b.368.1","Scients_UD","Concept-completion","Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?","Because cold water is denser than hot and it contracts.","Water contracts when the water is cooled."," "
"WA.17b.424.1","Scients_UD","Concept-completion","Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?","When water gets colder it contracts.","Water contracts when the water is cooled."," "
"WA.17b.425.1","Scients_UD","Concept-completion","Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?","Because cold water is less dense.","Water contracts when the water is cooled.","Water contracts when the water is cooled"
"WA.17b.431.1","Scients_UD","Concept-completion","Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?","Because the cold water is more dense so it goes down.","Water contracts when the water is cooled."," "
"WA.17b.458.1","Scients_UD","Concept-completion","Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?","The cold water makes the water contract.","Water contracts when the water is cooled."," "
"HB.60.569.1","Scients_UD","Concept-completion","A person is a fast runner but he is slow at responding to the starting gun. How could he improve his start time?","By instead of using a gun the person could use a whistle.","A person could practice responding to the starting gun to improve his start time.","Joe could practice responding to the starting gun to improve Joe 's start time"
"HB.60.571.1","Scients_UD","Concept-completion","A person is a fast runner but he is slow at responding to the starting gun. How could he improve his start time?","The person can practice before his running tournament.","A person could practice responding to the starting gun to improve his start time.","Joe could practice responding to the starting gun"
"HB.60.575.1","Scients_UD","Concept-completion","A person is a fast runner but he is slow at responding to the starting gun. How could he improve his start time?","By practicing and concentrating so that a person will have a better response time.","A person could practice responding to the starting gun to improve his start time.","Joe could practice responding to the starting gun"
"HB.60.597.1","Scients_UD","Concept-completion","A person is a fast runner but he is slow at responding to the starting gun. How could he improve his start time?","The person needs to practice hearing the gun.","A person could practice responding to the starting gun to improve his start time."," "
"HB.60.598.1","Scients_UD","Concept-completion","A person is a fast runner but he is slow at responding to the starting gun. How could he improve his start time?","Practice the person's start time.","A person could practice responding to the starting gun to improve his start time.","A person could practice responding to the starting gun"
"HB.60.613.1","Scients_UD","Concept-completion","A person is a fast runner but he is slow at responding to the starting gun. How could he improve his start time?","The person could practice responding at noises to improve his start time.","A person could practice responding to the starting gun to improve his start time.","A person could practice responding to the starting gun"
